 !Structure factor in RPA
 !=======================
 !
 !Plasma density [r_s]:
 !   4.0000000000000000     
 !Temperature [theta]:
 !  0.10000000000000001     
 !w start [ryd]:
 !   1.0000000000000001E-005
 !w end [ryd]:
 !   150.00000000000000     
 !w points:
 !        1000
 !q start [1/a_B]:
 !   5.0000000000000000     
 !q end [1/a_B]:
 !   20.000000000000000     
 !q points:
 !           1
 !   2.5172579932396904E+022  0.22827605132869175        3634.4609603460467     
!        w[ryd]         w/w_pl       q[1/a_B]           q/qf    SRPA(q,tau)    SLFC(q,tau)           G(q)
! Library RPA_LIB version 2.0 is initialized.
  3.1350008E+01  7.2399742E+01  5.0000000E+00  1.0421235E+01  7.0392630E-06  7.0309936E-06  9.4579243E-01
  3.1500008E+01  7.2746152E+01  5.0000000E+00  1.0421235E+01  3.0373878E-06  3.0339472E-06  9.4579243E-01
  3.1650008E+01  7.3092562E+01  5.0000000E+00  1.0421235E+01  1.2851055E-06  1.2836995E-06  9.4579243E-01
  3.1800008E+01  7.3438972E+01  5.0000000E+00  1.0421235E+01  5.3316287E-07  5.3259866E-07  9.4579243E-01
  3.1950008E+01  7.3785383E+01  5.0000000E+00  1.0421235E+01  2.1690586E-07  2.1668355E-07  9.4579243E-01
  3.2100008E+01  7.4131793E+01  5.0000000E+00  1.0421235E+01  8.6531903E-08  8.6445912E-08  9.4579243E-01
  3.2250008E+01  7.4478203E+01  5.0000000E+00  1.0421235E+01  3.3851367E-08  3.3818715E-08  9.4579243E-01
  3.2400008E+01  7.4824613E+01  5.0000000E+00  1.0421235E+01  1.2985889E-08  1.2973720E-08  9.4579243E-01
  3.2550008E+01  7.5171023E+01  5.0000000E+00  1.0421235E+01  4.8849808E-09  4.8805295E-09  9.4579243E-01
  3.2700008E+01  7.5517433E+01  5.0000000E+00  1.0421235E+01  1.8019793E-09  1.8003813E-09  9.4579243E-01
  3.2850008E+01  7.5863843E+01  5.0000000E+00  1.0421235E+01  6.5182716E-10  6.5126424E-10  9.4579243E-01
  3.3000008E+01  7.6210254E+01  5.0000000E+00  1.0421235E+01  2.3121223E-10  2.3101764E-10  9.4579243E-01
  3.3150008E+01  7.6556664E+01  5.0000000E+00  1.0421235E+01  8.0423842E-11  8.0357834E-11  9.4579243E-01
  3.3300008E+01  7.6903074E+01  5.0000000E+00  1.0421235E+01  2.7431810E-11  2.7409840E-11  9.4579243E-01
  3.3450008E+01  7.7249484E+01  5.0000000E+00  1.0421235E+01  9.1752876E-12  9.1681131E-12  9.4579243E-01
  3.3600008E+01  7.7595894E+01  5.0000000E+00  1.0421235E+01  3.0094038E-12  3.0071051E-12  9.4579243E-01
  3.3750008E+01  7.7942304E+01  5.0000000E+00  1.0421235E+01  9.6791400E-13  9.6719140E-13  9.4579243E-01
  3.3900008E+01  7.8288714E+01  5.0000000E+00  1.0421235E+01  3.0527313E-13  3.0505028E-13  9.4579243E-01
  3.4050008E+01  7.8635125E+01  5.0000000E+00  1.0421235E+01  9.4413885E-14  9.4346460E-14  9.4579243E-01
  3.4200008E+01  7.8981535E+01  5.0000000E+00  1.0421235E+01  2.8633775E-14  2.8613762E-14  9.4579243E-01
  3.4350008E+01  7.9327945E+01  5.0000000E+00  1.0421235E+01  8.5156304E-15  8.5098029E-15  9.4579243E-01
  3.4500008E+01  7.9674355E+01  5.0000000E+00  1.0421235E+01  2.4834214E-15  2.4817568E-15  9.4579243E-01
  3.4650008E+01  8.0020765E+01  5.0000000E+00  1.0421235E+01  7.1019797E-16  7.0973153E-16  9.4579243E-01
  3.4800008E+01  8.0367175E+01  5.0000000E+00  1.0421235E+01  1.9916079E-16  1.9903257E-16  9.4579243E-01
  3.4950008E+01  8.0713585E+01  5.0000000E+00  1.0421235E+01  5.4767590E-17  5.4733017E-17  9.4579243E-01
  3.5100008E+01  8.1059995E+01  5.0000000E+00  1.0421235E+01  1.4768582E-17  1.4759437E-17  9.4579243E-01
  3.5250008E+01  8.1406406E+01  5.0000000E+00  1.0421235E+01  3.9052541E-18  3.9028816E-18  9.4579243E-01
  3.5400008E+01  8.1752816E+01  5.0000000E+00  1.0421235E+01  1.0126402E-18  1.0120364E-18  9.4579243E-01
  3.5550008E+01  8.2099226E+01  5.0000000E+00  1.0421235E+01  2.5748762E-19  2.5733688E-19  9.4579243E-01
  3.5700008E+01  8.2445636E+01  5.0000000E+00  1.0421235E+01  6.4202637E-20  6.4165728E-20  9.4579243E-01
  3.5850008E+01  8.2792046E+01  5.0000000E+00  1.0421235E+01  1.5698014E-20  1.5689149E-20  9.4579243E-01
  3.6000008E+01  8.3138456E+01  5.0000000E+00  1.0421235E+01  3.7638461E-21  3.7617576E-21  9.4579243E-01
  3.6150008E+01  8.3484866E+01  5.0000000E+00  1.0421235E+01  8.8494098E-22  8.8445840E-22  9.4579243E-01
  3.6300008E+01  8.3831277E+01  5.0000000E+00  1.0421235E+01  2.0402907E-22  2.0391970E-22  9.4579243E-01
  3.6450008E+01  8.4177687E+01  5.0000000E+00  1.0421235E+01  4.6128050E-23  4.6103735E-23  9.4579243E-01
  3.6600008E+01  8.4524097E+01  5.0000000E+00  1.0421235E+01  1.0226651E-23  1.0221349E-23  9.4579243E-01
  3.6750008E+01  8.4870507E+01  5.0000000E+00  1.0421235E+01  2.2232946E-24  2.2221608E-24  9.4579243E-01
  3.6900008E+01  8.5216917E+01  5.0000000E+00  1.0421235E+01  4.7397551E-25  4.7373767E-25  9.4579243E-01
  3.7050008E+01  8.5563327E+01  5.0000000E+00  1.0421235E+01  9.9085486E-26  9.9036554E-26  9.4579243E-01
  3.7200008E+01  8.5909737E+01  5.0000000E+00  1.0421235E+01  2.0312316E-26  2.0302443E-26  9.4579243E-01
  3.7350008E+01  8.6256148E+01  5.0000000E+00  1.0421235E+01  4.0832326E-27  4.0812785E-27  9.4579243E-01
  3.7500008E+01  8.6602558E+01  5.0000000E+00  1.0421235E+01  8.0490393E-28  8.0452461E-28  9.4579243E-01
  3.7650007E+01  8.6948968E+01  5.0000000E+00  1.0421235E+01  1.5558912E-28  1.5551690E-28  9.4579243E-01
  3.7800007E+01  8.7295378E+01  5.0000000E+00  1.0421235E+01  2.9492369E-29  2.9478884E-29  9.4579243E-01
  3.7950007E+01  8.7641788E+01  5.0000000E+00  1.0421235E+01  5.4819532E-30  5.4794837E-30  9.4579243E-01
  3.8100007E+01  8.7988198E+01  5.0000000E+00  1.0421235E+01  9.9920876E-31  9.9876522E-31  9.4579243E-01
  3.8250007E+01  8.8334608E+01  5.0000000E+00  1.0421235E+01  1.7859627E-31  1.7851814E-31  9.4579243E-01
  3.8400007E+01  8.8681019E+01  5.0000000E+00  1.0421235E+01  3.1302842E-32  3.1289343E-32  9.4579243E-01
  3.8550007E+01  8.9027429E+01  5.0000000E+00  1.0421235E+01  5.3801005E-33  5.3778131E-33  9.4579243E-01
  3.8700007E+01  8.9373839E+01  5.0000000E+00  1.0421235E+01  9.0675976E-34  9.0637962E-34  9.4579243E-01
  3.8850007E+01  8.9720249E+01  5.0000000E+00  1.0421235E+01  1.4986124E-34  1.4979928E-34  9.4579243E-01
  3.9000007E+01  9.0066659E+01  5.0000000E+00  1.0421235E+01  2.4287433E-35  2.4277529E-35  9.4579243E-01
  3.9150007E+01  9.0413069E+01  5.0000000E+00  1.0421235E+01  3.8598386E-36  3.8582859E-36  9.4579243E-01
  3.9300007E+01  9.0759479E+01  5.0000000E+00  1.0421235E+01  6.0152252E-37  6.0128379E-37  9.4579243E-01
  3.9450007E+01  9.1105889E+01  5.0000000E+00  1.0421235E+01  9.1924199E-38  9.1888200E-38  9.4579243E-01
  3.9600007E+01  9.1452300E+01  5.0000000E+00  1.0421235E+01  1.3775362E-38  1.3770039E-38  9.4579243E-01
  3.9750007E+01  9.1798710E+01  5.0000000E+00  1.0421235E+01  2.0242839E-39  2.0235118E-39  9.4579243E-01
  3.9900007E+01  9.2145120E+01  5.0000000E+00  1.0421235E+01  2.9169907E-40  2.9158924E-40  9.4579243E-01
  4.0050007E+01  9.2491530E+01  5.0000000E+00  1.0421235E+01  4.1218659E-41  4.1203337E-41  9.4579243E-01
  4.0200007E+01  9.2837940E+01  5.0000000E+00  1.0421235E+01  5.7114699E-42  5.7093737E-42  9.4579243E-01
  4.0350007E+01  9.3184350E+01  5.0000000E+00  1.0421235E+01  7.7606327E-43  7.7578201E-43  9.4579243E-01
  4.0500007E+01  9.3530760E+01  5.0000000E+00  1.0421235E+01  1.0340501E-43  1.0336800E-43  9.4579243E-01
  4.0650007E+01  9.3877171E+01  5.0000000E+00  1.0421235E+01  1.3510805E-44  1.3506029E-44  9.4579243E-01
  4.0800007E+01  9.4223581E+01  5.0000000E+00  1.0421235E+01  1.7310758E-45  1.7304713E-45  9.4579243E-01
  4.0950007E+01  9.4569991E+01  5.0000000E+00  1.0421235E+01  2.1749343E-46  2.1741839E-46  9.4579243E-01
  4.1100007E+01  9.4916401E+01  5.0000000E+00  1.0421235E+01  2.6796088E-47  2.6786954E-47  9.4579243E-01
  4.1250007E+01  9.5262811E+01  5.0000000E+00  1.0421235E+01  3.2373664E-48  3.2362760E-48  9.4579243E-01
  4.1400007E+01  9.5609221E+01  5.0000000E+00  1.0421235E+01  3.8353721E-49  3.8340956E-49  9.4579243E-01
  4.1550007E+01  9.5955631E+01  5.0000000E+00  1.0421235E+01  4.4557248E-50  4.4542592E-50  9.4579243E-01
  4.1700007E+01  9.6302042E+01  5.0000000E+00  1.0421235E+01  5.0760327E-51  5.0743824E-51  9.4579243E-01
  4.1850007E+01  9.6648452E+01  5.0000000E+00  1.0421235E+01  5.6705562E-52  5.6687338E-52  9.4579243E-01
  4.2000007E+01  9.6994862E+01  5.0000000E+00  1.0421235E+01  6.2118663E-53  6.2098927E-53  9.4579243E-01
  4.2150007E+01  9.7341272E+01  5.0000000E+00  1.0421235E+01  6.6728865E-54  6.6707903E-54  9.4579243E-01
  4.2300007E+01  9.7687682E+01  5.0000000E+00  1.0421235E+01  7.0291137E-55  7.0269304E-55  9.4579243E-01
  4.2450007E+01  9.8034092E+01  5.0000000E+00  1.0421235E+01  7.2607685E-56  7.2585383E-56  9.4579243E-01
  4.2600007E+01  9.8380502E+01  5.0000000E+00  1.0421235E+01  7.3546126E-57  7.3523785E-57  9.4579243E-01
  4.2750007E+01  9.8726913E+01  5.0000000E+00  1.0421235E+01  7.3052016E-58  7.3030068E-58  9.4579243E-01
  4.2900007E+01  9.9073323E+01  5.0000000E+00  1.0421235E+01  7.1154078E-59  7.1132933E-59  9.4579243E-01
  4.3050007E+01  9.9419733E+01  5.0000000E+00  1.0421235E+01  6.7961440E-60  6.7941463E-60  9.4579243E-01
  4.3200007E+01  9.9766143E+01  5.0000000E+00  1.0421235E+01  6.3653244E-61  6.3634733E-61  9.4579243E-01
  4.3350007E+01  1.0011255E+02  5.0000000E+00  1.0421235E+01  5.8462004E-62  5.8445184E-62  9.4579243E-01
  4.3500007E+01  1.0045896E+02  5.0000000E+00  1.0421235E+01  5.2652869E-63  5.2637880E-63  9.4579243E-01
  4.3650007E+01  1.0080537E+02  5.0000000E+00  1.0421235E+01  4.6501351E-64  4.6488252E-64  9.4579243E-01
  4.3800007E+01  1.0115178E+02  5.0000000E+00  1.0421235E+01  4.0272101E-65  4.0260874E-65  9.4579243E-01
  4.3950007E+01  1.0149819E+02  5.0000000E+00  1.0421235E+01  3.4200951E-66  3.4191516E-66  9.4579243E-01
  4.4100007E+01  1.0184460E+02  5.0000000E+00  1.0421235E+01  2.8481789E-67  2.8474012E-67  9.4579243E-01
  4.4250007E+01  1.0219101E+02  5.0000000E+00  1.0421235E+01  2.3259027E-68  2.3252740E-68  9.4579243E-01
  4.4400007E+01  1.0253742E+02  5.0000000E+00  1.0421235E+01  1.8625631E-69  1.8620648E-69  9.4579243E-01
  4.4550007E+01  1.0288383E+02  5.0000000E+00  1.0421235E+01  1.4626002E-70  1.4622128E-70  9.4579243E-01
  4.4700007E+01  1.0323024E+02  5.0000000E+00  1.0421235E+01  1.1262516E-71  1.1259563E-71  9.4579243E-01
  4.4850007E+01  1.0357665E+02  5.0000000E+00  1.0421235E+01  8.5043363E-73  8.5021285E-73  9.4579243E-01
  4.5000007E+01  1.0392306E+02  5.0000000E+00  1.0421235E+01  6.2971002E-74  6.2954815E-74  9.4579243E-01
  4.5150007E+01  1.0426947E+02  5.0000000E+00  1.0421235E+01  4.5723131E-75  4.5711493E-75  9.4579243E-01
  4.5300007E+01  1.0461588E+02  5.0000000E+00  1.0421235E+01  3.2555659E-76  3.2547453E-76  9.4579243E-01
  4.5450007E+01  1.0496230E+02  5.0000000E+00  1.0421235E+01  2.2730669E-77  2.2724995E-77  9.4579243E-01
  4.5600007E+01  1.0530871E+02  5.0000000E+00  1.0421235E+01  1.5562993E-78  1.5559145E-78  9.4579243E-01
  4.5750007E+01  1.0565512E+02  5.0000000E+00  1.0421235E+01  1.0448867E-79  1.0446308E-79  9.4579243E-01
  4.5900007E+01  1.0600153E+02  5.0000000E+00  1.0421235E+01  6.8792396E-81  6.8775710E-81  9.4579243E-01
  4.6050007E+01  1.0634794E+02  5.0000000E+00  1.0421235E+01  4.4412669E-82  4.4401997E-82  9.4579243E-01
  4.6200007E+01  1.0669435E+02  5.0000000E+00  1.0421235E+01  2.8116967E-83  2.8110275E-83  9.4579243E-01
  4.6350007E+01  1.0704076E+02  5.0000000E+00  1.0421235E+01  1.7455218E-84  1.7451101E-84  9.4579243E-01
  4.6500007E+01  1.0738717E+02  5.0000000E+00  1.0421235E+01  1.0626181E-85  1.0623699E-85  9.4579243E-01
  4.6650007E+01  1.0773358E+02  5.0000000E+00  1.0421235E+01  6.3434332E-87  6.3419647E-87  9.4579243E-01
  4.6800007E+01  1.0807999E+02  5.0000000E+00  1.0421235E+01  3.7133568E-88  3.7125051E-88  9.4579243E-01
  4.6950007E+01  1.0842640E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.7100007E+01  1.0877281E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.7250007E+01  1.0911922E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.7400007E+01  1.0946563E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.7550007E+01  1.0981204E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.7700007E+01  1.1015845E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.7850007E+01  1.1050486E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.8000007E+01  1.1085127E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.8150007E+01  1.1119768E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.8300007E+01  1.1154409E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.8450007E+01  1.1189050E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.8600007E+01  1.1223691E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.8750007E+01  1.1258332E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.8900007E+01  1.1292973E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.9050007E+01  1.1327614E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.9200007E+01  1.1362255E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.9350007E+01  1.1396896E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.9500007E+01  1.1431537E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.9650007E+01  1.1466178E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.9800007E+01  1.1500819E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  4.9950007E+01  1.1535460E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.0100007E+01  1.1570101E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.0250007E+01  1.1604742E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.0400007E+01  1.1639383E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.0550007E+01  1.1674024E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.0700007E+01  1.1708665E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.0850007E+01  1.1743306E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.1000007E+01  1.1777947E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.1150007E+01  1.1812588E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.1300007E+01  1.1847229E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.1450007E+01  1.1881870E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.1600007E+01  1.1916511E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.1750007E+01  1.1951152E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.1900007E+01  1.1985793E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.2050007E+01  1.2020434E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.2200007E+01  1.2055075E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.2350007E+01  1.2089716E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.2500007E+01  1.2124357E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.2650006E+01  1.2158998E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.2800006E+01  1.2193639E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.2950006E+01  1.2228280E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.3100006E+01  1.2262921E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.3250006E+01  1.2297562E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.3400006E+01  1.2332203E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.3550006E+01  1.2366844E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.3700006E+01  1.2401485E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.3850006E+01  1.2436126E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.4000006E+01  1.2470767E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.4150006E+01  1.2505408E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.4300006E+01  1.2540049E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.4450006E+01  1.2574690E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.4600006E+01  1.2609331E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.4750006E+01  1.2643972E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.4900006E+01  1.2678613E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.5050006E+01  1.2713254E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.5200006E+01  1.2747895E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.5350006E+01  1.2782536E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.5500006E+01  1.2817177E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.5650006E+01  1.2851818E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.5800006E+01  1.2886459E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.5950006E+01  1.2921100E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.6100006E+01  1.2955741E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.6250006E+01  1.2990383E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.6400006E+01  1.3025024E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.6550006E+01  1.3059665E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.6700006E+01  1.3094306E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.6850006E+01  1.3128947E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.7000006E+01  1.3163588E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.7150006E+01  1.3198229E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.7300006E+01  1.3232870E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.7450006E+01  1.3267511E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.7600006E+01  1.3302152E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.7750006E+01  1.3336793E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.7900006E+01  1.3371434E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.8050006E+01  1.3406075E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.8200006E+01  1.3440716E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.8350006E+01  1.3475357E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.8500006E+01  1.3509998E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.8650006E+01  1.3544639E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.8800006E+01  1.3579280E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.8950006E+01  1.3613921E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.9100006E+01  1.3648562E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.9250006E+01  1.3683203E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.9400006E+01  1.3717844E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.9550006E+01  1.3752485E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.9700006E+01  1.3787126E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  5.9850006E+01  1.3821767E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.0000006E+01  1.3856408E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.0150006E+01  1.3891049E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.0300006E+01  1.3925690E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.0450006E+01  1.3960331E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.0600006E+01  1.3994972E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.0750006E+01  1.4029613E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.0900006E+01  1.4064254E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.1050006E+01  1.4098895E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.1200006E+01  1.4133536E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.1350006E+01  1.4168177E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.1500006E+01  1.4202818E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.1650006E+01  1.4237459E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.1800006E+01  1.4272100E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.1950006E+01  1.4306741E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.2100006E+01  1.4341382E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.2250006E+01  1.4376023E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.2400006E+01  1.4410664E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.2550006E+01  1.4445305E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.2700006E+01  1.4479946E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.2850006E+01  1.4514587E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.3000006E+01  1.4549228E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  6.3150006E+01  1.4583869E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
